年（和暦）,年（西暦）,月,種別,性別,数・率
平成27,2015,7,市内移動_転入,総数,5758
平成27,2015,7,市内移動_転入,男,2925
平成27,2015,7,市内移動_転入,女,2833
平成27,2015,7,市内移動_転出,総数,5752
平成27,2015,7,市内移動_転出,男,2920
平成27,2015,7,市内移動_転出,女,2832
平成27,2015,7,その他増減,総数,-296
平成27,2015,7,その他増減,男,-190
平成27,2015,7,その他増減,女,-106
平成27,2015,7,自然増減,総数,213
平成27,2015,7,自然増減,男,10
平成27,2015,7,自然増減,女,203
平成27,2015,7,出生,総数,2750
平成27,2015,7,出生,男,1394
平成27,2015,7,出生,女,1356
平成27,2015,7,死亡,総数,2537
平成27,2015,7,死亡,男,1384
平成27,2015,7,死亡,女,1153
平成27,2015,7,人口増減率,,-0.01366
平成27,2015,7,社会増減率,,-0.01938
平成27,2015,7,自然増減率,,0.00573
平成27,2015,8,世帯数増減,,190
平成27,2015,8,人口増減,総数,201
平成27,2015,8,人口増減,男,-102
平成27,2015,8,人口増減,女,303
平成27,2015,8,社会増減,総数,-126
平成27,2015,8,社会増減,男,-195
平成27,2015,8,社会増減,女,69
平成27,2015,8,市外移動_転入,総数,9732
平成27,2015,8,市外移動_転入,男,5206
平成27,2015,8,市外移動_転入,女,4526
平成27,2015,8,市外移動_転出,総数,9802
平成27,2015,8,市外移動_転出,男,5330
平成27,2015,8,市外移動_転出,女,4472
平成27,2015,8,市内移動_転入,総数,5618
平成27,2015,8,市内移動_転入,男,2927
平成27,2015,8,市内移動_転入,女,2691
平成27,2015,8,市内移動_転出,総数,5615
平成27,2015,8,市内移動_転出,男,2925
平成27,2015,8,市内移動_転出,女,2690
平成27,2015,8,その他増減,総数,-59
平成27,2015,8,その他増減,男,-73
平成27,2015,8,その他増減,女,14
平成27,2015,8,自然増減,総数,327
平成27,2015,8,自然増減,男,93
平成27,2015,8,自然増減,女,234
平成27,2015,8,出生,総数,2747
平成27,2015,8,出生,男,1430
平成27,2015,8,出生,女,1317
平成27,2015,8,死亡,総数,2420
平成27,2015,8,死亡,男,1337
平成27,2015,8,死亡,女,1083
平成27,2015,8,人口増減率,,0.0054
平成27,2015,8,社会増減率,,-0.00339
平成27,2015,8,自然増減率,,0.00879
平成27,2015,9,世帯数増減,,-59
平成27,2015,9,人口増減,総数,-943
平成27,2015,9,人口増減,男,-826
平成27,2015,9,人口増減,女,-117
平成27,2015,9,社会増減,総数,-1209
平成27,2015,9,社会増減,男,-970
平成27,2015,9,社会増減,女,-239
平成27,2015,9,市外移動_転入,総数,10331
平成27,2015,9,市外移動_転入,男,5648
平成27,2015,9,市外移動_転入,女,4683
平成27,2015,9,市外移動_転出,総数,11037
平成27,2015,9,市外移動_転出,男,6208
平成27,2015,9,市外移動_転出,女,4829
平成27,2015,9,市内移動_転入,総数,6220
平成27,2015,9,市内移動_転入,男,3240
平成27,2015,9,市内移動_転入,女,2980
平成27,2015,9,市内移動_転出,総数,6205
平成27,2015,9,市内移動_転出,男,3226
平成27,2015,9,市内移動_転出,女,2979
平成27,2015,9,その他増減,総数,-518
平成27,2015,9,その他増減,男,-424
平成27,2015,9,その他増減,女,-94
平成27,2015,9,自然増減,総数,266
平成27,2015,9,自然増減,男,144
平成27,2015,9,自然増減,女,122
平成27,2015,9,出生,総数,2614
平成27,2015,9,出生,男,1381
平成27,2015,9,出生,女,1233
平成27,2015,9,死亡,総数,2348
平成27,2015,9,死亡,男,1237
平成27,2015,9,死亡,女,1111
平成27,2015,9,人口増減率,,-0.02535
平成27,2015,9,社会増減率,,-0.0325
平成27,2015,9,自然増減率,,0.00715
平成27,2015,10,世帯数増減,,1150
平成27,2015,10,人口増減,総数,659
平成27,2015,10,人口増減,男,283
平成27,2015,10,人口増減,女,376
平成27,2015,10,社会増減,総数,632
平成27,2015,10,社会増減,男,371
平成27,2015,10,社会増減,女,261
平成27,2015,10,市外移動_転入,総数,10916
平成27,2015,10,市外移動_転入,男,6069
平成27,2015,10,市外移動_転入,女,4847
平成27,2015,10,市外移動_転出,総数,10152
平成27,2015,10,市外移動_転出,男,5545
平成27,2015,10,市外移動_転出,女,4607
平成27,2015,10,市内移動_転入,総数,6206
平成27,2015,10,市内移動_転入,男,3229
平成27,2015,10,市内移動_転入,女,2977
平成27,2015,10,市内移動_転出,総数,6189
平成27,2015,10,市内移動_転出,男,3217
平成27,2015,10,市内移動_転出,女,2972
平成27,2015,10,その他増減,総数,-149
平成27,2015,10,その他増減,男,-165
平成27,2015,10,その他増減,女,16
平成27,2015,10,自然増減,総数,27
平成27,2015,10,自然増減,男,-88
平成27,2015,10,自然増減,女,115
平成27,2015,10,出生,総数,2586
平成27,2015,10,出生,男,1305
平成27,2015,10,出生,女,1281
平成27,2015,10,死亡,総数,2559
平成27,2015,10,死亡,男,1393
平成27,2015,10,死亡,女,1166
平成27,2015,10,人口増減率,,0.01769
平成27,2015,10,社会増減率,,0.01697
平成27,2015,10,自然増減率,,0.00072
平成27,2015,11,世帯数増減,,23
平成27,2015,11,人口増減,総数,255
平成27,2015,11,人口増減,男,15
平成27,2015,11,人口増減,女,240
平成27,2015,11,社会増減,総数,113
平成27,2015,11,社会増減,男,8
平成27,2015,11,社会増減,女,105
平成27,2015,11,市外移動_転入,総数,8704
平成27,2015,11,市外移動_転入,男,4647
平成27,2015,11,市外移動_転入,女,4057
平成27,2015,11,市外移動_転出,総数,8591
平成27,2015,11,市外移動_転出,男,4585
平成27,2015,11,市外移動_転出,女,4006
平成27,2015,11,市内移動_転入,総数,5449
平成27,2015,11,市内移動_転入,男,2816
平成27,2015,11,市内移動_転入,女,2633
平成27,2015,11,市内移動_転出,総数,5440
平成27,2015,11,市内移動_転出,男,2810
平成27,2015,11,市内移動_転出,女,2630
平成27,2015,11,その他増減,総数,-9
平成27,2015,11,その他増減,男,-60
平成27,2015,11,その他増減,女,51
平成27,2015,11,自然増減,総数,142
平成27,2015,11,自然増減,男,7
平成27,2015,11,自然増減,女,135
平成27,2015,11,出生,総数,2558
平成27,2015,11,出生,男,1301
平成27,2015,11,出生,女,1257
平成27,2015,11,死亡,総数,2416
平成27,2015,11,死亡,男,1294
平成27,2015,11,死亡,女,1122
平成27,2015,11,人口増減率,,0.00684
平成27,2015,11,社会増減率,,0.00303
平成27,2015,11,自然増減率,,0.00381
平成27,2015,12,世帯数増減,,-443
平成27,2015,12,人口増減,総数,-1063
平成27,2015,12,人口増減,男,-786
平成27,2015,12,人口増減,女,-277
平成27,2015,12,社会増減,総数,-908
平成27,2015,12,社会増減,男,-635
平成27,2015,12,社会増減,女,-273
平成27,2015,12,市外移動_転入,総数,8521
平成27,2015,12,市外移動_転入,男,4527
平成27,2015,12,市外移動_転入,女,3994
平成27,2015,12,市外移動_転出,総数,9435
平成27,2015,12,市外移動_転出,男,5141
平成27,2015,12,市外移動_転出,女,4294
平成27,2015,12,市内移動_転入,総数,5812
平成27,2015,12,市内移動_転入,男,2959
平成27,2015,12,市内移動_転入,女,2853
平成27,2015,12,市内移動_転出,総数,5796
平成27,2015,12,市内移動_転出,男,2945
平成27,2015,12,市内移動_転出,女,2851
平成27,2015,12,その他増減,総数,-10
平成27,2015,12,その他増減,男,-35
平成27,2015,12,その他増減,女,25
平成27,2015,12,自然増減,総数,-155
平成27,2015,12,自然増減,男,-151
平成27,2015,12,自然増減,女,-4
平成27,2015,12,出生,総数,2327
平成27,2015,12,出生,男,1198
平成27,2015,12,出生,女,1129
平成27,2015,12,死亡,総数,2482
平成27,2015,12,死亡,男,1349
平成27,2015,12,死亡,女,1133
平成27,2015,12,人口増減率,,-0.02853
平成27,2015,12,社会増減率,,-0.02437
平成27,2015,12,自然増減率,,-0.00416
平成28,2016,1,世帯数増減,,-489
平成28,2016,1,人口増減,総数,-833
平成28,2016,1,人口増減,男,-572
平成28,2016,1,人口増減,女,-261
平成28,2016,1,社会増減,総数,-152
平成28,2016,1,社会増減,男,-152
平成28,2016,1,社会増減,女,0
平成28,2016,1,市外移動_転入,総数,8530
平成28,2016,1,市外移動_転入,男,4692
平成28,2016,1,市外移動_転入,女,3838
平成28,2016,1,市外移動_転出,総数,8624
平成28,2016,1,市外移動_転出,男,4769
平成28,2016,1,市外移動_転出,女,3855
平成28,2016,1,市内移動_転入,総数,4592
平成28,2016,1,市内移動_転入,男,2394
平成28,2016,1,市内移動_転入,女,2198
平成28,2016,1,市内移動_転出,総数,4573
平成28,2016,1,市内移動_転出,男,2377
平成28,2016,1,市内移動_転出,女,2196
平成28,2016,1,その他増減,総数,-77
平成28,2016,1,その他増減,男,-92
平成28,2016,1,その他増減,女,15
平成28,2016,1,自然増減,総数,-681
平成28,2016,1,自然増減,男,-420
平成28,2016,1,自然増減,女,-261
平成28,2016,1,出生,総数,2456
平成28,2016,1,出生,男,1256
平成28,2016,1,出生,女,1200
平成28,2016,1,死亡,総数,3137
平成28,2016,1,死亡,男,1676
平成28,2016,1,死亡,女,1461
平成28,2016,1,人口増減率,,-0.02314
平成28,2016,1,社会増減率,,-0.00947
平成28,2016,1,自然増減率,,-0.01367
平成28,2016,2,世帯数増減,,-278
平成28,2016,2,人口増減,総数,-1311
平成28,2016,2,人口増減,男,-939
平成28,2016,2,人口増減,女,-372
平成28,2016,2,社会増減,総数,-759
平成28,2016,2,社会増減,男,-505
平成28,2016,2,社会増減,女,-254
平成28,2016,2,市外移動_転入,総数,9440
平成28,2016,2,市外移動_転入,男,5125
平成28,2016,2,市外移動_転入,女,4315
平成28,2016,2,市外移動_転出,総数,10263
平成28,2016,2,市外移動_転出,男,5662
平成28,2016,2,市外移動_転出,女,4601
平成28,2016,2,市内移動_転入,総数,6136
平成28,2016,2,市内移動_転入,男,3183
平成28,2016,2,市内移動_転入,女,2953
平成28,2016,2,市内移動_転出,総数,6128
平成28,2016,2,市内移動_転出,男,3178
平成28,2016,2,市内移動_転出,女,2950
平成28,2016,2,その他増減,総数,56
平成28,2016,2,その他増減,男,27
平成28,2016,2,その他増減,女,29
平成28,2016,2,自然増減,総数,-552
平成28,2016,2,自然増減,男,-434
平成28,2016,2,自然増減,女,-118
平成28,2016,2,出生,総数,2343
平成28,2016,2,出生,男,1153
平成28,2016,2,出生,女,1190
平成28,2016,2,死亡,総数,2895
平成28,2016,2,死亡,男,1587
平成28,2016,2,死亡,女,1308
平成28,2016,2,人口増減率,,-0.03521
平成28,2016,2,社会増減率,,-0.02038
平成28,2016,2,自然増減率,,-0.01482
平成28,2016,3,世帯数増減,,7003
平成28,2016,3,人口増減,総数,2491
平成28,2016,3,人口増減,男,874
平成28,2016,3,人口増減,女,1617
平成28,2016,3,社会増減,総数,2866
平成28,2016,3,社会増減,男,1096
平成28,2016,3,社会増減,女,1770
平成28,2016,3,市外移動_転入,総数,27953
平成28,2016,3,市外移動_転入,男,14960
平成28,2016,3,市外移動_転入,女,12993
平成28,2016,3,市外移動_転出,総数,25226
平成28,2016,3,市外移動_転出,男,13880
平成28,2016,3,市外移動_転出,女,11346
平成28,2016,3,市内移動_転入,総数,8778
平成28,2016,3,市内移動_転入,男,4497
平成28,2016,3,市内移動_転入,女,4281
平成28,2016,3,市内移動_転出,総数,8767
平成28,2016,3,市内移動_転出,男,4491
平成28,2016,3,市内移動_転出,女,4276
平成28,2016,3,その他増減,総数,128
平成28,2016,3,その他増減,男,10
平成28,2016,3,その他増減,女,118
平成28,2016,3,自然増減,総数,-375
平成28,2016,3,自然増減,男,-222
平成28,2016,3,自然増減,女,-153
平成28,2016,3,出生,総数,2478
平成28,2016,3,出生,男,1280
平成28,2016,3,出生,女,1198
平成28,2016,3,死亡,総数,2853
平成28,2016,3,死亡,男,1502
平成28,2016,3,死亡,女,1351
平成28,2016,3,人口増減率,,0.06692
平成28,2016,3,社会増減率,,0.07699
平成28,2016,3,自然増減率,,-0.01007
平成28,2016,4,世帯数増減,,5116
平成28,2016,4,人口増減,総数,5664
平成28,2016,4,人口増減,男,2952
平成28,2016,4,人口増減,女,2712
平成28,2016,4,社会増減,総数,5791
平成28,2016,4,社会増減,男,3090
平成28,2016,4,社会増減,女,2701
平成28,2016,4,市外移動_転入,総数,18128
平成28,2016,4,市外移動_転入,男,9959
平成28,2016,4,市外移動_転入,女,8169
平成28,2016,4,市外移動_転出,総数,12273
平成28,2016,4,市外移動_転出,男,6829
平成28,2016,4,市外移動_転出,女,5444
平成28,2016,4,市内移動_転入,総数,6579
平成28,2016,4,市内移動_転入,男,3350
平成28,2016,4,市内移動_転入,女,3229
平成28,2016,4,市内移動_転出,総数,6570
平成28,2016,4,市内移動_転出,男,3342
平成28,2016,4,市内移動_転出,女,3228
平成28,2016,4,その他増減,総数,-73
平成28,2016,4,その他増減,男,-48
平成28,2016,4,その他増減,女,-25
平成28,2016,4,自然増減,総数,-127
平成28,2016,4,自然増減,男,-138
平成28,2016,4,自然増減,女,11
平成28,2016,4,出生,総数,2297
平成28,2016,4,出生,男,1180
平成28,2016,4,出生,女,1117
平成28,2016,4,死亡,総数,2424
平成28,2016,4,死亡,男,1318
平成28,2016,4,死亡,女,1106
平成28,2016,4,人口増減率,,0.15205
平成28,2016,4,社会増減率,,0.15546
平成28,2016,4,自然増減率,,-0.00341
平成28,2016,5,世帯数増減,,1071
平成28,2016,5,人口増減,総数,510
平成28,2016,5,人口増減,男,172
平成28,2016,5,人口増減,女,338
平成28,2016,5,社会増減,総数,667
平成28,2016,5,社会増減,男,340
平成28,2016,5,社会増減,女,327
平成28,2016,5,市外移動_転入,総数,10526
平成28,2016,5,市外移動_転入,男,5887
平成28,2016,5,市外移動_転入,女,4639
平成28,2016,5,市外移動_転出,総数,9852
平成28,2016,5,市外移動_転出,男,5514
平成28,2016,5,市外移動_転出,女,4338
平成28,2016,5,市内移動_転入,総数,5638
平成28,2016,5,市内移動_転入,男,2876
平成28,2016,5,市内移動_転入,女,2762
平成28,2016,5,市内移動_転出,総数,5633
平成28,2016,5,市内移動_転出,男,2872
平成28,2016,5,市内移動_転出,女,2761
平成28,2016,5,その他増減,総数,-12
平成28,2016,5,その他増減,男,-37
平成28,2016,5,その他増減,女,25
平成28,2016,5,自然増減,総数,-157
平成28,2016,5,自然増減,男,-168
平成28,2016,5,自然増減,女,11
平成28,2016,5,出生,総数,2511
平成28,2016,5,出生,男,1253
平成28,2016,5,出生,女,1258
平成28,2016,5,死亡,総数,2668
平成28,2016,5,死亡,男,1421
平成28,2016,5,死亡,女,1247
平成28,2016,5,人口増減率,,0.01367
平成28,2016,5,社会増減率,,0.01788
平成28,2016,5,自然増減率,,-0.00421
平成28,2016,6,世帯数増減,,948
平成28,2016,6,人口増減,総数,534
平成28,2016,6,人口増減,男,-65
平成28,2016,6,人口増減,女,599
平成28,2016,6,社会増減,総数,258
平成28,2016,6,社会増減,男,-124
平成28,2016,6,社会増減,女,382
平成28,2016,6,市外移動_転入,総数,9795
平成28,2016,6,市外移動_転入,男,5221
平成28,2016,6,市外移動_転入,女,4574
平成28,2016,6,市外移動_転出,総数,9483
平成28,2016,6,市外移動_転出,男,5310
平成28,2016,6,市外移動_転出,女,4173
平成28,2016,6,市内移動_転入,総数,5531
平成28,2016,6,市内移動_転入,男,2850
平成28,2016,6,市内移動_転入,女,2681
平成28,2016,6,市内移動_転出,総数,5523
平成28,2016,6,市内移動_転出,男,2843
平成28,2016,6,市内移動_転出,女,2680
平成28,2016,6,その他増減,総数,-62
平成28,2016,6,その他増減,男,-42
平成28,2016,6,その他増減,女,-20
